primary_position,height,weight,throwing_hand,FastballVelocity (max),FastballVelo Range,FastballSpin Rate (avg),Changeup Velo Range,Changeup Spin Rate (avg),Curveball Velo Range,Curveball Spin Rate (avg),Slider Velo Range,Slider Spin Rate (avg),Region,group,num_pitches,fb_ch_velo_diff,fb_cb_velo_diff,fb_sl_velo_diff,FastballVelocity (max)_missing,FastballVelo Range_missing,FastballSpin Rate (avg)_missing,Changeup Velo Range_missing,Changeup Spin Rate (avg)_missing,Curveball Velo Range_missing,Curveball Spin Rate (avg)_missing,Slider Velo Range_missing,Slider Spin Rate (avg)_missing
LHP,74.0,170.0,L,88.0,86.5,,,,75.0,,,,Midwest,Low Major,2,,11.5,,0,0,1,1,1,0,1,1,1
RHP,77.0,188.0,R,89.0,86.0,2050.0,77.5,1421.0,72.5,2133.0,,,South,Low Major,3,8.5,13.5,,0,0,0,0,0,0,0,1,1
LHP,76.0,210.0,R,88.0,86.0,2324.0,79.7,1758.0,73.0,2341.0,78.5,2341.0,Midwest,Mid Major,4,6.299999999999997,13.0,7.5,0,0,0,0,0,0,0,0,0
RHP,76.0,210.0,R,,,,,,,,,,South,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,72.0,165.0,R,,,,,,,,,,West,NAIA,0,,,,1,1,1,1,1,1,1,1,1
LHP,73.0,160.0,R,90.4,88.1,2176.0,,,73.5,1835.0,,,Northeast,Low Major,2,,14.599999999999994,,0,0,0,1,1,0,0,1,1
RHP,75.0,180.0,L,82.3,81.4,2240.0,74.0,,67.9,1941.0,79.3,2194.0,South,NAIA,4,7.400000000000006,13.5,2.1000000000000085,0,0,0,0,1,0,0,0,0
RHP,75.0,175.0,R,84.8,83.3,1848.0,75.9,1292.0,69.6,2174.0,,,Northeast,Low Major,3,7.399999999999992,13.700000000000005,,0,0,0,0,0,0,0,1,1
LHP,78.0,210.0,L,,,,,,,,,,South,D2,0,,,,1,1,1,1,1,1,1,1,1
LHP,73.0,175.0,L,79.0,78.2,2101.0,65.7,1972.0,65.2,1617.0,64.0,1728.0,South,D2,4,12.5,13.0,14.200000000000005,0,0,0,0,0,0,0,0,0
LHP,72.0,180.0,R,,,,,,,,,,South,D3,0,,,,1,1,1,1,1,1,1,1,1
RHP,77.0,194.0,R,84.4,81.5,2075.0,73.7,1461.0,68.7,1875.0,,,South,D2,3,7.799999999999997,12.799999999999995,,0,0,0,0,0,0,0,1,1
RHP,75.0,193.0,R,80.1,78.5,2028.0,73.5,1419.0,64.8,1743.0,,,Northeast,D2,3,5.0,13.700000000000005,,0,0,0,0,0,0,0,1,1
RHP,75.0,204.4,R,84.0,82.3,2177.0,77.0,2058.0,72.0,1868.0,73.2,1839.0,South,JC,4,5.299999999999997,10.299999999999995,9.099999999999994,0,0,0,0,0,0,0,0,0
LHP,73.0,180.0,R,,,,,,,,,,West,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,68.0,155.0,R,86.0,83.0,,,,73.5,,,,South,D2,2,,9.5,,0,0,1,1,1,0,1,1,1
RHP,72.0,185.0,R,87.1,86.5,2082.0,78.5,1390.0,70.5,,70.3,1814.0,Midwest,JC,4,8.0,16.0,16.200000000000003,0,0,0,0,0,0,1,0,0
RHP,68.0,155.0,R,75.0,74.2,1692.0,69.3,1439.0,65.4,1823.0,,,West,JC,3,4.900000000000006,8.799999999999997,,0,0,0,0,0,0,0,1,1
RHP,75.0,175.0,R,,,,,,,,,,West,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,75.0,170.0,R,90.0,87.5,,83.5,,71.0,,82.0,,South,Mid Major,4,4.0,16.5,5.5,0,0,1,0,1,0,1,0,1
RHP,73.0,170.0,R,80.2,78.5,2048.0,72.0,,66.6,2175.0,73.0,2006.0,Midwest,JC,4,6.5,11.900000000000006,5.5,0,0,0,0,1,0,0,0,0
RHP,73.0,210.0,R,,,,,,,,,,South,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,75.0,175.0,R,,84.5,,,,,,,,South,Mid Major,1,,,,1,0,1,1,1,1,1,1,1
RHP,75.0,170.0,R,77.0,76.5,1859.0,71.8,1916.0,67.5,2086.0,,,Midwest,D3,3,4.700000000000003,9.0,,0,0,0,0,0,0,0,1,1
RHP,72.0,190.0,R,89.0,87.0,2012.0,77.4,2138.0,,,75.1,1732.0,Midwest,JC,3,9.599999999999994,,11.900000000000006,0,0,0,0,0,1,1,0,0
LHP,75.0,180.0,L,84.0,81.8,2207.0,76.0,2037.0,73.0,2461.0,74.8,2281.0,Midwest,JC,4,5.799999999999997,8.799999999999997,7.0,0,0,0,0,0,0,0,0,0
LHP,69.0,185.0,R,80.2,78.7,2052.0,74.9,1694.0,71.3,2369.0,,,Northeast,D3,3,3.799999999999997,7.400000000000006,,0,0,0,0,0,0,0,1,1
RHP,74.0,190.0,R,90.0,88.0,2361.0,79.0,1655.0,72.5,1957.0,75.2,2614.0,West,Low Major,4,9.0,15.5,12.799999999999995,0,0,0,0,0,0,0,0,0
RHP,72.0,188.0,L,,84.0,,72.5,,68.5,,,,South,NAIA,3,11.5,15.5,,1,0,1,0,1,0,1,1,1
LHP,71.0,150.0,R,,,,,,,,,,Northeast,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
LHP,72.0,175.0,L,82.0,79.8,1762.0,73.0,1616.0,68.3,2036.0,,,Midwest,D3,3,6.799999999999997,11.5,,0,0,0,0,0,0,0,1,1
RHP,75.0,185.0,R,75.0,74.2,1804.0,69.0,1674.0,64.5,2126.0,63.5,1971.0,Northeast,D3,4,5.200000000000003,9.700000000000005,10.700000000000005,0,0,0,0,0,0,0,0,0
RHP,74.0,205.0,R,85.0,83.0,1451.0,77.5,1217.0,69.5,,73.5,1737.0,South,D3,4,5.5,13.5,9.5,0,0,0,0,0,0,1,0,0
RHP,75.0,185.0,R,,89.5,,80.5,,76.0,,75.5,,West,Power 4,4,9.0,13.5,14.0,1,0,1,0,1,0,1,0,1
RHP,77.0,215.0,R,81.3,79.5,2033.0,65.5,1036.0,67.2,1929.0,,,West,JC,3,14.0,12.299999999999995,,0,0,0,0,0,0,0,1,1
RHP,73.0,164.7,R,93.0,90.0,2383.0,81.0,2011.0,75.5,2425.0,77.0,2529.0,Midwest,Power 4,4,9.0,14.5,13.0,0,0,0,0,0,0,0,0,0
RHP,69.0,170.0,R,,,,,,,,,,Midwest,D3,0,,,,1,1,1,1,1,1,1,1,1
RHP,74.0,162.0,R,,87.5,,81.5,,71.0,,,,West,Power 4,3,6.0,16.5,,1,0,1,0,1,0,1,1,1
LHP,76.0,170.0,R,82.0,80.5,2134.0,76.4,2213.0,68.4,1936.0,68.8,1841.0,Midwest,JC,4,4.099999999999994,12.099999999999994,11.700000000000005,0,0,0,0,0,0,0,0,0
RHP,74.0,180.0,R,87.9,85.8,2214.0,75.3,963.0,71.5,2337.0,72.1,1960.0,South,JC,4,10.5,14.299999999999995,13.700000000000005,0,0,0,0,0,0,0,0,0
RHP,73.0,190.0,R,76.5,74.0,1968.0,,,66.0,2116.0,63.5,2192.0,Midwest,NAIA,3,,8.0,10.5,0,0,0,1,1,0,0,0,0
RHP,71.0,165.0,R,82.0,81.0,1973.0,,,62.0,1830.0,73.5,1821.0,South,D3,3,,19.0,7.5,0,0,0,1,1,0,0,0,0
RHP,74.0,210.0,R,88.0,86.5,2070.0,77.5,1461.0,69.5,,74.0,1837.0,South,Power 4,4,9.0,17.0,12.5,0,0,0,0,0,0,1,0,0
RHP,73.0,195.0,R,89.0,87.6,2144.0,79.0,1611.0,79.6,2393.0,79.0,,West,Mid Major,4,8.599999999999994,8.0,8.599999999999994,0,0,0,0,0,0,0,0,1
RHP,70.0,160.0,R,,78.5,,77.0,,67.0,,,,Midwest,D3,3,1.5,11.5,,1,0,1,0,1,0,1,1,1
RHP,72.0,185.0,R,88.0,86.3,2203.0,73.0,1676.0,71.0,2350.0,72.5,,West,Mid Major,4,13.299999999999995,15.299999999999995,13.799999999999995,0,0,0,0,0,0,0,0,1
RHP,70.0,175.0,R,83.0,82.0,2031.0,74.5,1604.0,67.8,1991.0,73.5,1923.0,Northeast,D2,4,7.5,14.200000000000005,8.5,0,0,0,0,0,0,0,0,0
LHP,73.0,215.0,L,85.0,83.5,1998.0,80.2,1765.0,73.7,2165.0,78.8,2112.0,Midwest,D2,4,3.299999999999997,9.799999999999995,4.700000000000003,0,0,0,0,0,0,0,0,0
RHP,74.0,208.1,R,90.2,89.6,2419.0,79.5,2016.0,76.8,2259.0,74.5,2395.0,South,Mid Major,4,10.099999999999994,12.799999999999995,15.099999999999994,0,0,0,0,0,0,0,0,0
LHP,75.0,195.0,L,,,,,,,,,,West,D3,0,,,,1,1,1,1,1,1,1,1,1
RHP,75.0,159.6,L,89.0,87.0,1970.0,77.0,1504.0,72.0,2092.0,69.5,2125.0,Northeast,JC,4,10.0,15.0,17.5,0,0,0,0,0,0,0,0,0
RHP,74.0,155.0,R,,84.5,,75.5,,67.5,,,,South,D3,3,9.0,17.0,,1,0,1,0,1,0,1,1,1
RHP,69.0,135.0,R,85.0,82.2,2035.0,73.5,818.0,66.3,1973.0,69.4,1957.0,Midwest,JC,4,8.700000000000003,15.900000000000006,12.799999999999995,0,0,0,0,0,0,0,0,0
RHP,74.0,190.0,R,,74.5,,,,66.0,,,,Midwest,NAIA,2,,8.5,,1,0,1,1,1,0,1,1,1
RHP,77.0,225.0,R,91.8,89.0,2526.0,77.5,1788.0,73.0,1909.0,71.5,1873.0,Midwest,JC,4,11.5,16.0,17.5,0,0,0,0,0,0,0,0,0
RHP,75.0,185.0,R,84.2,82.5,2176.0,78.0,1978.0,72.8,2365.0,70.2,2071.0,South,NAIA,4,4.5,9.700000000000005,12.299999999999995,0,0,0,0,0,0,0,0,0
LHP,73.0,215.0,L,85.0,83.5,1998.0,80.2,1765.0,73.7,2165.0,78.8,2112.0,Midwest,D2,4,3.299999999999997,9.799999999999995,4.700000000000003,0,0,0,0,0,0,0,0,0
RHP,70.0,150.0,R,,,,,,,,,,Midwest,NAIA,0,,,,1,1,1,1,1,1,1,1,1
RHP,72.0,190.0,R,,,,,,,,,,West,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,75.0,200.0,R,92.6,91.8,2366.0,82.5,1867.0,71.0,1691.0,79.8,2072.0,Midwest,JC,4,9.299999999999995,20.799999999999997,12.0,0,0,0,0,0,0,0,0,0
LHP,74.0,180.0,L,90.4,89.2,2180.0,77.8,2178.0,77.5,1936.0,78.2,1956.0,Midwest,Mid Major,4,11.400000000000006,11.700000000000005,11.0,0,0,0,0,0,0,0,0,0
RHP,75.0,175.0,R,88.0,86.5,2230.0,70.5,1965.0,72.5,2002.0,,,South,JC,3,16.0,14.0,,0,0,0,0,0,0,0,1,1
RHP,71.0,165.0,R,,,,,,,,,,South,D3,0,,,,1,1,1,1,1,1,1,1,1
RHP,76.0,180.0,R,,,,,,,,,,Northeast,Power 4,0,,,,1,1,1,1,1,1,1,1,1
RHP,76.0,165.0,R,78.2,75.9,1684.0,66.5,1491.0,64.8,1887.0,68.5,1809.0,Midwest,D2,4,9.400000000000006,11.100000000000009,7.400000000000006,0,0,0,0,0,0,0,0,0
RHP,75.0,180.0,R,92.0,89.5,2233.0,83.5,1480.0,75.8,2208.0,80.1,2202.0,South,Mid Major,4,6.0,13.700000000000005,9.400000000000006,0,0,0,0,0,0,0,0,0
RHP,79.0,195.0,R,92.0,90.0,2079.0,84.7,1993.0,74.0,,75.8,2581.0,South,Power 4,4,5.299999999999997,16.0,14.200000000000005,0,0,0,0,0,0,1,0,0
RHP,70.0,150.0,R,,,,,,,,,,South,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,72.0,185.0,R,90.4,88.8,2022.0,78.2,1392.0,73.0,2132.0,,,Midwest,Power 4,3,10.599999999999994,15.799999999999995,,0,0,0,0,0,0,0,1,1
LHP,73.0,215.0,L,85.0,83.5,1998.0,80.2,1765.0,73.7,2165.0,78.8,2112.0,Midwest,JC,4,3.299999999999997,9.799999999999995,4.700000000000003,0,0,0,0,0,0,0,0,0
RHP,72.0,175.0,R,,,,,,,,,,South,JC,0,,,,1,1,1,1,1,1,1,1,1
LHP,72.0,195.0,L,83.0,81.5,1991.0,72.5,1884.0,,,71.5,2236.0,South,D3,3,9.0,,10.0,0,0,0,0,0,1,1,0,0
RHP,75.0,226.0,R,90.0,87.8,2204.0,81.0,1412.0,75.5,1999.0,,,Midwest,D2,3,6.799999999999997,12.299999999999995,,0,0,0,0,0,0,0,1,1
RHP,73.0,208.0,R,93.0,92.0,2381.0,83.2,2118.0,78.5,2327.0,77.0,2321.0,South,Power 4,4,8.799999999999997,13.5,15.0,0,0,0,0,0,0,0,0,0
RHP,75.0,250.0,R,,86.5,,,,70.5,,,,West,Low Major,2,,16.0,,1,0,1,1,1,0,1,1,1
RHP,74.0,175.0,R,84.9,82.8,1990.0,73.5,1912.0,69.2,1998.0,71.2,1926.0,South,JC,4,9.299999999999995,13.599999999999994,11.599999999999994,0,0,0,0,0,0,0,0,0
RHP,71.0,185.0,R,89.0,87.5,2017.0,80.5,1934.0,73.0,1934.0,77.5,2010.0,Midwest,JC,4,7.0,14.5,10.0,0,0,0,0,0,0,0,0,0
RHP,71.0,205.0,R,86.0,84.0,,78.5,,,,,,South,D3,2,5.5,,,0,0,1,0,1,1,1,1,1
RHP,71.0,175.0,R,86.4,85.1,2161.0,75.3,1780.0,72.4,2299.0,69.7,2144.0,West,Low Major,4,9.799999999999995,12.699999999999989,15.399999999999991,0,0,0,0,0,0,0,0,0
RHP,76.0,218.0,R,,,,,,,,,,South,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,75.0,200.0,R,95.0,92.0,2300.0,83.5,1806.0,77.2,2472.0,78.2,2475.0,Midwest,Low Major,4,8.5,14.799999999999995,13.799999999999995,0,0,0,0,0,0,0,0,0
RHP,73.0,175.0,R,,,,,,,,,,South,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,75.0,195.0,R,82.0,80.3,1781.0,73.0,1115.0,70.5,,72.0,1765.0,Midwest,JC,4,7.299999999999997,9.799999999999995,8.299999999999997,0,0,0,0,0,0,1,0,0
LHP,75.0,175.0,L,82.0,79.0,,74.5,,69.0,,,,South,Mid Major,3,4.5,10.0,,0,0,1,0,1,0,1,1,1
RHP,72.0,180.0,R,,90.0,,76.0,,76.0,,,,South,Power 4,3,14.0,14.0,,1,0,1,0,1,0,1,1,1
RHP,72.0,150.0,R,76.0,74.5,1816.0,64.2,1483.0,66.5,1759.0,,,South,JC,3,10.299999999999995,8.0,,0,0,0,0,0,0,0,1,1
RHP,76.0,198.0,R,87.0,85.0,1912.0,75.5,2000.0,72.5,2181.0,74.5,2153.0,Midwest,D2,4,9.5,12.5,10.5,0,0,0,0,0,0,0,0,0
RHP,74.0,185.0,R,85.0,84.0,2416.0,78.0,2196.0,68.5,2451.0,74.0,2512.0,West,JC,4,6.0,15.5,10.0,0,0,0,0,0,0,0,0,0
RHP,72.0,180.0,R,85.0,84.5,2103.0,70.9,2122.0,66.6,2189.0,,,Midwest,JC,3,13.599999999999994,17.900000000000006,,0,0,0,0,0,0,0,1,1
RHP,74.0,175.0,R,87.0,85.7,2055.0,79.1,1557.0,72.2,2553.0,,,Midwest,JC,3,6.6000000000000085,13.5,,0,0,0,0,0,0,0,1,1
LHP,72.0,190.0,L,90.0,87.5,2101.0,81.5,1930.0,75.0,,79.0,2508.0,South,Power 4,4,6.0,12.5,8.5,0,0,0,0,0,0,1,0,0
RHP,73.0,190.0,R,,85.5,,76.5,,76.0,,77.5,,Midwest,Mid Major,4,9.0,9.5,8.0,1,0,1,0,1,0,1,0,1
LHP,73.0,177.0,L,84.0,83.0,2175.0,79.0,2041.0,70.0,2025.0,,,South,Mid Major,3,4.0,13.0,,0,0,0,0,0,0,0,1,1
RHP,76.0,237.0,R,89.0,87.5,2256.0,73.8,1575.0,67.2,2316.0,73.8,2716.0,South,JC,4,13.700000000000005,20.299999999999997,13.700000000000005,0,0,0,0,0,0,0,0,0
RHP,72.0,165.0,R,76.4,75.5,2021.0,68.1,1655.0,69.8,2203.0,70.7,2189.0,Northeast,D3,4,7.400000000000006,5.700000000000003,4.799999999999997,0,0,0,0,0,0,0,0,0
RHP,75.0,200.0,R,85.0,83.5,1885.0,75.8,1597.0,67.0,1920.0,69.4,1814.0,South,JC,4,7.700000000000003,16.5,14.099999999999994,0,0,0,0,0,0,0,0,0
RHP,71.0,190.0,R,85.1,86.0,1883.0,78.5,,75.0,2341.0,74.0,,South,NAIA,4,7.5,11.0,12.0,0,0,0,0,1,0,0,0,1
RHP,71.0,180.0,L,,,,,,,,,,South,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,76.0,220.0,R,93.0,89.5,2028.0,,,75.5,2032.0,68.0,1648.0,South,JC,3,,14.0,21.5,0,0,0,1,1,0,0,0,0
RHP,74.0,204.0,R,91.0,88.5,2304.0,78.9,2001.0,72.0,2467.0,71.5,2266.0,West,Power 4,4,9.599999999999994,16.5,17.0,0,0,0,0,0,0,0,0,0
LHP,73.0,187.0,L,81.2,80.4,1960.0,73.7,1367.0,68.8,1948.0,,,Northeast,D3,3,6.700000000000003,11.600000000000009,,0,0,0,0,0,0,0,1,1
RHP,72.0,193.0,R,88.0,87.0,2234.0,75.0,1789.0,74.0,,76.0,2163.0,South,Mid Major,4,12.0,13.0,11.0,0,0,0,0,0,0,1,0,0
RHP,78.0,200.0,R,92.0,90.0,,78.5,,77.5,,77.5,,South,Power 4,4,11.5,12.5,12.5,0,0,1,0,1,0,1,0,1
LHP,72.0,160.0,L,87.0,86.0,,75.0,,70.0,,,,South,Mid Major,3,11.0,16.0,,0,0,1,0,1,0,1,1,1
RHP,74.0,190.0,R,85.0,83.0,,75.5,,72.0,,,,South,Low Major,3,7.5,11.0,,0,0,1,0,1,0,1,1,1
RHP,73.0,170.0,R,78.0,77.0,1700.0,68.5,1415.0,63.0,2012.0,61.0,,Midwest,D3,4,8.5,14.0,16.0,0,0,0,0,0,0,0,0,1
RHP,71.0,180.0,R,,78.5,,69.0,,63.5,,,,Midwest,D3,3,9.5,15.0,,1,0,1,0,1,0,1,1,1
LHP,69.0,160.0,L,,,,,,,,,,West,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,68.0,175.0,R,89.1,87.7,2209.0,80.5,,73.5,2108.0,78.0,2198.0,Midwest,JC,4,7.200000000000003,14.200000000000005,9.700000000000005,0,0,0,0,1,0,0,0,0
RHP,73.0,150.0,L,,,,,,,,,,West,NAIA,0,,,,1,1,1,1,1,1,1,1,1
RHP,71.0,176.0,R,79.0,78.0,,,,68.0,,,,South,JC,2,,10.0,,0,0,1,1,1,0,1,1,1
RHP,71.0,176.0,R,81.0,79.0,,,,66.5,,,,South,D3,2,,12.5,,0,0,1,1,1,0,1,1,1
LHP,74.0,210.0,L,,,,,,,,,,South,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,76.0,225.0,R,,,,,,,,,,West,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,71.0,180.0,R,94.0,92.0,2213.0,77.3,2441.0,75.3,2480.0,77.5,2162.0,South,Power 4,4,14.700000000000005,16.700000000000003,14.5,0,0,0,0,0,0,0,0,0
RHP,71.0,180.0,R,,,,,,,,,,Midwest,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,73.0,219.6,L,88.2,86.2,2138.0,70.8,1339.0,71.8,2184.0,68.3,2049.0,Northeast,Mid Major,4,15.400000000000006,14.400000000000006,17.900000000000006,0,0,0,0,0,0,0,0,0
RHP,67.0,148.0,R,,,,,,,,,,West,JC,0,,,,1,1,1,1,1,1,1,1,1
LHP,72.0,180.0,L,87.2,85.0,2130.0,,,67.5,2468.0,70.6,2437.0,South,JC,3,,17.5,14.400000000000006,0,0,0,1,1,0,0,0,0
RHP,78.0,175.0,R,82.8,81.6,2151.0,78.0,1894.0,70.7,1948.0,,,South,D2,3,3.5999999999999943,10.899999999999991,,0,0,0,0,0,0,0,1,1
RHP,77.0,215.0,R,,72.5,,,,60.5,,,,South,NAIA,2,,12.0,,1,0,1,1,1,0,1,1,1
LHP,73.0,180.0,L,87.0,85.5,2157.0,76.0,1806.0,73.0,,76.9,2287.0,South,JC,4,9.5,12.5,8.599999999999994,0,0,0,0,0,0,1,0,0
RHP,74.0,212.0,R,88.7,88.0,2061.0,82.0,,76.0,1675.0,80.0,1807.0,Midwest,Mid Major,4,6.0,12.0,8.0,0,0,0,0,1,0,0,0,0
RHP,77.0,200.0,R,,,,,,,,,,South,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,77.0,220.0,R,88.0,86.5,2364.0,76.8,1915.0,76.4,2087.0,78.5,,Northeast,Mid Major,4,9.700000000000005,10.099999999999994,8.0,0,0,0,0,0,0,0,0,1
RHP,75.0,185.0,R,84.8,83.4,1723.0,75.0,,70.2,1908.0,73.1,1885.0,Midwest,JC,4,8.400000000000006,13.200000000000005,10.300000000000011,0,0,0,0,1,0,0,0,0
LHP,70.0,185.0,L,80.0,78.1,1848.0,72.6,1367.0,67.2,2020.0,,,Midwest,JC,3,5.5,10.899999999999991,,0,0,0,0,0,0,0,1,1
RHP,76.0,215.0,R,84.1,82.2,1928.0,78.6,1763.0,75.2,2092.0,75.5,2124.0,Midwest,JC,4,3.6000000000000085,7.0,6.700000000000003,0,0,0,0,0,0,0,0,0
RHP,68.0,150.0,R,82.0,81.5,1719.0,69.7,1428.0,66.6,1741.0,68.5,2010.0,Midwest,JC,4,11.799999999999995,14.900000000000006,13.0,0,0,0,0,0,0,0,0,0
RHP,74.0,212.3,R,86.0,85.5,2295.0,75.5,1308.0,60.0,1771.0,75.0,2074.0,Northeast,D3,4,10.0,25.5,10.5,0,0,0,0,0,0,0,0,0
RHP,74.0,215.0,R,86.0,82.5,2043.0,72.5,1991.0,70.0,2019.0,,,South,JC,3,10.0,12.5,,0,0,0,0,0,0,0,1,1
RHP,76.0,190.0,R,,,,,,,,,,West,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,72.0,192.0,R,89.2,87.5,2045.0,82.2,1702.0,81.5,,81.5,2410.0,South,Low Major,4,5.299999999999997,6.0,6.0,0,0,0,0,0,0,1,0,0
RHP,74.0,185.0,R,,82.0,,73.0,,68.0,,72.0,,South,D2,4,9.0,14.0,10.0,1,0,1,0,1,0,1,0,1
RHP,74.0,180.0,R,90.1,89.5,2285.0,77.7,1853.0,69.0,2233.0,76.0,2279.0,Midwest,Mid Major,4,11.799999999999995,20.5,13.5,0,0,0,0,0,0,0,0,0
RHP,72.0,165.0,L,,,,,,,,,,Midwest,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,69.0,145.0,R,,,,,,,,,,South,NAIA,0,,,,1,1,1,1,1,1,1,1,1
RHP,74.0,235.0,R,89.7,88.7,2135.0,81.5,1617.0,72.0,2010.0,79.5,1926.0,Midwest,JC,4,7.200000000000003,16.700000000000003,9.200000000000005,0,0,0,0,0,0,0,0,0
LHP,69.0,155.0,L,72.1,71.4,1603.0,65.2,1395.0,61.5,1592.0,64.5,1818.0,Northeast,Low Major,4,6.200000000000003,9.900000000000006,6.900000000000006,0,0,0,0,0,0,0,0,0
RHP,77.0,180.0,R,88.5,87.0,2015.0,,1778.0,73.5,2022.0,71.1,1983.0,Midwest,Power 4,3,,13.5,15.900000000000006,0,0,0,1,0,0,0,0,0
RHP,72.0,175.0,R,78.0,77.5,1989.0,71.5,1515.0,67.5,1698.0,,,Midwest,JC,3,6.0,10.0,,0,0,0,0,0,0,0,1,1
RHP,75.0,195.0,R,81.2,79.8,1940.0,,,64.5,1671.0,,,Midwest,D3,2,,15.299999999999995,,0,0,0,1,1,0,0,1,1
RHP,71.0,175.0,R,85.9,84.9,2216.0,80.2,1577.0,72.0,2776.0,71.2,2670.0,Midwest,JC,4,4.700000000000003,12.900000000000006,13.700000000000005,0,0,0,0,0,0,0,0,0
LHP,73.0,143.0,L,83.0,80.4,1983.0,76.0,1628.0,73.7,1955.0,,,South,JC,3,4.400000000000006,6.700000000000003,,0,0,0,0,0,0,0,1,1
RHP,70.0,170.0,R,87.3,85.3,2113.0,75.0,1881.0,,,71.5,2128.0,West,Low Major,3,10.299999999999995,,13.799999999999995,0,0,0,0,0,1,1,0,0
RHP,73.0,181.0,L,82.2,81.0,2205.0,,,64.5,2124.0,73.0,2176.0,Northeast,D3,3,,16.5,8.0,0,0,0,1,1,0,0,0,0
RHP,72.0,188.5,R,89.0,87.5,2354.0,78.0,1430.0,70.5,2535.0,75.0,2583.0,South,Power 4,4,9.5,17.0,12.5,0,0,0,0,0,0,0,0,0
RHP,77.0,200.0,R,88.0,85.0,,77.5,,74.0,,,,South,JC,3,7.5,11.0,,0,0,1,0,1,0,1,1,1
RHP,77.0,220.0,R,90.0,89.1,2398.0,82.5,1988.0,73.8,2609.0,83.0,2674.0,Midwest,Power 4,4,6.599999999999994,15.299999999999995,6.099999999999994,0,0,0,0,0,0,0,0,0
RHP,74.0,210.0,R,92.0,89.5,,63.5,,73.5,,,,Midwest,JC,3,26.0,16.0,,0,0,1,0,1,0,1,1,1
RHP,74.0,225.0,R,85.8,85.5,2046.0,76.5,,71.0,2003.0,70.5,1974.0,Midwest,D2,4,9.0,14.5,15.0,0,0,0,0,1,0,0,0,0
LHP,75.0,185.0,L,82.0,81.5,1691.0,77.8,1623.0,70.6,2512.0,,,Midwest,D3,3,3.700000000000003,10.900000000000006,,0,0,0,0,0,0,0,1,1
RHP,72.0,175.0,R,89.0,87.6,2131.0,78.6,1774.0,,,74.5,2275.0,South,JC,3,9.0,,13.099999999999994,0,0,0,0,0,1,1,0,0
LHP,72.0,163.0,R,86.0,84.0,,,,71.5,,,,West,Mid Major,2,,12.5,,0,0,1,1,1,0,1,1,1
RHP,71.0,194.0,L,82.0,81.0,1847.0,62.0,807.0,66.0,2104.0,67.0,1999.0,Midwest,D2,4,19.0,15.0,14.0,0,0,0,0,0,0,0,0,0
RHP,70.0,175.0,R,79.6,78.0,1884.0,75.5,1616.0,70.0,1975.0,,,Midwest,NAIA,3,2.5,8.0,,0,0,0,0,0,0,0,1,1
LHP,70.0,175.0,R,77.0,75.5,,68.5,,63.5,,,,Midwest,D2,3,7.0,12.0,,0,0,1,0,1,0,1,1,1
RHP,70.0,175.0,R,83.0,81.0,,73.5,,66.5,,,,Midwest,JC,3,7.5,14.5,,0,0,1,0,1,0,1,1,1
LHP,75.0,241.6,L,88.0,85.5,1805.0,75.5,1725.0,73.0,2004.0,,,Midwest,JC,3,10.0,12.5,,0,0,0,0,0,0,0,1,1
RHP,75.0,192.0,R,98.0,95.0,,82.0,,89.0,,,,South,Power 4,3,13.0,6.0,,0,0,1,0,1,0,1,1,1
RHP,73.0,155.0,R,87.5,86.6,2282.0,81.8,1863.0,76.5,,78.3,2300.0,Midwest,Low Major,4,4.799999999999997,10.099999999999994,8.299999999999997,0,0,0,0,0,0,1,0,0
RHP,72.0,155.0,R,74.0,72.5,,62.0,,59.0,,,,Midwest,D3,3,10.5,13.5,,0,0,1,0,1,0,1,1,1
LHP,75.0,185.0,L,83.4,82.7,1981.0,75.6,1277.0,69.6,1579.0,75.5,2021.0,West,Mid Major,4,7.1000000000000085,13.100000000000009,7.200000000000003,0,0,0,0,0,0,0,0,0
LHP,70.0,190.0,L,88.0,85.5,2164.0,76.2,1806.0,71.5,1899.0,,,Midwest,JC,3,9.299999999999995,14.0,,0,0,0,0,0,0,0,1,1
RHP,75.0,230.0,R,85.0,83.0,2041.0,74.0,1408.0,71.0,1925.0,,,Midwest,D3,3,9.0,12.0,,0,0,0,0,0,0,0,1,1
