primary_position,height,weight,throwing_hand,FastballVelocity (max),FastballVelo Range,FastballSpin Rate (avg),Changeup Velo Range,Changeup Spin Rate (avg),Curveball Velo Range,Curveball Spin Rate (avg),Slider Velo Range,Slider Spin Rate (avg),Region,group,num_pitches,fb_ch_velo_diff,fb_cb_velo_diff,fb_sl_velo_diff,FastballVelocity (max)_missing,FastballVelo Range_missing,FastballSpin Rate (avg)_missing,Changeup Velo Range_missing,Changeup Spin Rate (avg)_missing,Curveball Velo Range_missing,Curveball Spin Rate (avg)_missing,Slider Velo Range_missing,Slider Spin Rate (avg)_missing
RHP,74.0,175.0,R,,,,,,,,,,West,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,77.0,170.0,R,85.0,84.5,1957.0,78.0,1556.0,68.5,2073.0,,,Midwest,D3,3,6.5,16.0,,0,0,0,0,0,0,0,1,1
RHP,74.0,175.0,L,88.0,86.0,,,,,,76.0,,Midwest,Low Major,2,,,10.0,0,0,1,1,1,1,1,0,1
LHP,75.0,230.0,L,81.1,80.5,1929.0,71.0,1470.0,68.5,2070.0,,,Midwest,D3,3,9.5,12.0,,0,0,0,0,0,0,0,1,1
RHP,74.0,188.0,L,91.3,89.3,2120.0,78.9,1667.0,72.0,2398.0,71.5,,South,Power 4,4,10.399999999999991,17.299999999999997,17.799999999999997,0,0,0,0,0,0,0,0,1
LHP,77.0,170.0,L,86.0,84.0,1985.0,76.2,1650.0,73.0,1683.0,79.3,1876.0,Midwest,Mid Major,4,7.799999999999997,11.0,4.700000000000003,0,0,0,0,0,0,0,0,0
LHP,69.0,185.0,L,85.0,83.5,2100.0,75.0,1443.0,68.5,1833.0,69.5,1892.0,Northeast,D2,4,8.5,15.0,14.0,0,0,0,0,0,0,0,0,0
LHP,72.0,180.0,R,82.2,81.5,1678.0,75.0,1551.0,68.0,1998.0,73.0,1894.0,South,D3,4,6.5,13.5,8.5,0,0,0,0,0,0,0,0,0
RHP,74.0,156.0,R,,,,,,,,,,Northeast,D3,0,,,,1,1,1,1,1,1,1,1,1
LHP,76.0,210.0,L,90.5,89.8,2083.0,83.6,1326.0,71.0,,80.6,2236.0,Midwest,JC,4,6.200000000000003,18.799999999999997,9.200000000000005,0,0,0,0,0,0,1,0,0
RHP,69.0,175.0,R,83.0,81.5,1930.0,74.5,1373.0,,,70.9,2576.0,Northeast,Low Major,3,7.0,,10.599999999999994,0,0,0,0,0,1,1,0,0
RHP,72.0,180.0,R,83.7,82.5,2140.0,,,71.3,1910.0,,,West,Mid Major,2,,11.200000000000005,,0,0,0,1,1,0,0,1,1
RHP,70.0,165.0,L,,76.0,,,,63.5,,71.0,,West,Mid Major,3,,12.5,5.0,1,0,1,1,1,0,1,0,1
RHP,72.0,185.0,R,85.0,84.0,1918.0,73.5,1461.0,68.3,1998.0,69.0,2019.0,Northeast,JC,4,10.5,15.700000000000005,15.0,0,0,0,0,0,0,0,0,0
RHP,75.0,180.0,R,78.0,76.5,1972.0,70.3,1952.0,67.5,1804.0,,,Northeast,JC,3,6.200000000000003,9.0,,0,0,0,0,0,0,0,1,1
RHP,73.0,170.0,R,83.0,80.5,1842.0,71.0,1458.0,71.0,2179.0,,,South,JC,3,9.5,9.5,,0,0,0,0,0,0,0,1,1
LHP,76.0,215.0,L,82.8,82.0,1833.0,73.0,,68.5,1806.0,,,South,JC,3,9.0,13.5,,0,0,0,0,1,0,0,1,1
RHP,77.0,190.0,R,,,,,,,,,,West,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,75.0,220.0,R,,79.0,,,,67.5,,,,South,JC,2,,11.5,,1,0,1,1,1,0,1,1,1
LHP,71.0,160.0,L,,84.5,,73.0,,71.5,,,,Midwest,JC,3,11.5,13.0,,1,0,1,0,1,0,1,1,1
RHP,73.0,170.0,R,,81.5,,74.0,,72.0,,72.5,,Northeast,D3,4,7.5,9.5,9.0,1,0,1,0,1,0,1,0,1
RHP,68.0,135.0,R,,82.0,,,,66.0,,,,South,D3,2,,16.0,,1,0,1,1,1,0,1,1,1
RHP,73.0,150.0,R,80.0,79.5,,74.5,,,,76.0,,South,JC,3,5.0,,3.5,0,0,1,0,1,1,1,0,1
RHP,72.0,197.0,R,86.8,85.8,2365.0,78.0,,,,77.7,2536.0,West,JC,3,7.799999999999997,,8.099999999999994,0,0,0,0,1,1,1,0,0
LHP,76.0,205.0,L,,83.0,,,,68.5,,73.0,,South,JC,3,,14.5,10.0,1,0,1,1,1,0,1,0,1
RHP,70.0,110.0,L,91.2,81.8,2186.0,84.7,2107.0,73.2,2143.0,79.2,2258.0,South,JC,4,-2.9000000000000057,8.599999999999994,2.5999999999999943,0,0,0,0,0,0,0,0,0
RHP,69.0,155.0,R,78.0,75.5,1914.0,,,72.3,2129.0,,,Northeast,D3,2,,3.200000000000003,,0,0,0,1,1,0,0,1,1
RHP,72.0,180.0,R,83.0,79.5,1916.0,72.7,1551.0,68.8,2117.0,,,Northeast,D3,3,6.799999999999997,10.700000000000005,,0,0,0,0,0,0,0,1,1
RHP,76.0,190.0,R,,,,,,,,,,West,NAIA,0,,,,1,1,1,1,1,1,1,1,1
LHP,75.0,210.0,L,,,,,,,,,,Midwest,NAIA,0,,,,1,1,1,1,1,1,1,1,1
RHP,71.0,160.0,R,,82.5,,66.0,,68.5,,,,South,JC,3,16.5,14.0,,1,0,1,0,1,0,1,1,1
RHP,72.0,200.0,R,,,,,,,,,,South,Power 4,0,,,,1,1,1,1,1,1,1,1,1
RHP,73.0,185.0,R,92.9,91.8,2455.0,81.5,2117.0,75.2,2664.0,79.0,2617.0,Midwest,Power 4,4,10.299999999999995,16.599999999999994,12.799999999999995,0,0,0,0,0,0,0,0,0
RHP,73.0,185.0,R,97.0,96.6,2578.0,88.4,2217.0,82.5,2455.0,84.6,2630.0,Midwest,Power 4,4,8.199999999999989,14.099999999999994,12.0,0,0,0,0,0,0,0,0,0
RHP,75.0,200.0,R,82.0,80.0,1909.0,76.5,1780.0,72.5,1991.0,,,Northeast,D3,3,3.5,7.5,,0,0,0,0,0,0,0,1,1
RHP,75.0,210.0,R,90.0,89.0,2308.0,80.7,2146.0,78.0,2740.0,82.0,2203.0,Midwest,JC,4,8.299999999999997,11.0,7.0,0,0,0,0,0,0,0,0,0
RHP,72.0,200.0,R,86.0,85.0,1856.0,,,72.2,1757.0,,1758.0,South,Low Major,2,,12.799999999999995,,0,0,0,1,1,0,0,1,0
RHP,75.0,200.0,R,,84.5,,77.5,,74.0,,75.0,,Midwest,Low Major,4,7.0,10.5,9.5,1,0,1,0,1,0,1,0,1
RHP,75.0,220.0,R,91.0,89.5,2363.0,75.5,2128.0,72.0,2286.0,70.5,2391.0,South,Mid Major,4,14.0,17.5,19.0,0,0,0,0,0,0,0,0,0
RHP,77.0,180.0,R,86.0,85.0,,76.0,,72.0,,,,South,Mid Major,3,9.0,13.0,,0,0,1,0,1,0,1,1,1
RHP,73.0,185.0,R,84.6,83.3,2040.0,74.9,1697.0,63.5,2156.0,70.9,1995.0,Northeast,JC,4,8.399999999999991,19.799999999999997,12.399999999999991,0,0,0,0,0,0,0,0,0
RHP,69.0,150.0,R,,,,,,,,,,Midwest,NAIA,0,,,,1,1,1,1,1,1,1,1,1
RHP,70.0,172.8,R,80.5,80.2,2132.0,71.8,1656.0,65.8,2058.0,,,Midwest,D3,3,8.400000000000006,14.400000000000006,,0,0,0,0,0,0,0,1,1
RHP,75.0,205.0,R,90.3,88.6,2368.0,77.0,2188.0,73.7,2311.0,75.1,2068.0,Northeast,Mid Major,4,11.599999999999994,14.899999999999991,13.5,0,0,0,0,0,0,0,0,0
RHP,74.0,175.0,R,85.3,83.5,2126.0,73.9,1198.0,67.5,2097.0,75.5,,Northeast,JC,4,9.599999999999994,16.0,8.0,0,0,0,0,0,0,0,0,1
RHP,75.0,210.0,R,83.9,82.7,2200.0,,,,2349.0,,,South,JC,1,,,,0,0,0,1,1,1,0,1,1
LHP,75.0,170.0,R,,,,,,,,,,South,JC,0,,,,1,1,1,1,1,1,1,1,1
LHP,76.0,190.0,L,,,,,,,,,,West,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,75.0,185.0,R,,86.5,,77.0,,68.0,,,,Midwest,JC,3,9.5,18.5,,1,0,1,0,1,0,1,1,1
RHP,76.0,230.0,R,90.0,88.5,2048.0,80.5,1723.0,74.5,,75.8,2125.0,Midwest,JC,4,8.0,14.0,12.700000000000005,0,0,0,0,0,0,1,0,0
RHP,74.0,205.0,L,89.1,87.6,2255.0,81.0,1647.0,75.2,2400.0,75.0,2186.0,Midwest,JC,4,6.599999999999994,12.399999999999991,12.599999999999994,0,0,0,0,0,0,0,0,0
LHP,73.0,212.0,R,87.0,85.5,,77.5,,77.0,,,,South,Mid Major,3,8.0,8.5,,0,0,1,0,1,0,1,1,1
RHP,72.0,195.3,R,78.0,77.0,2100.0,67.6,1770.0,65.8,2162.0,68.0,2156.0,Northeast,D3,4,9.400000000000006,11.200000000000005,9.0,0,0,0,0,0,0,0,0,0
RHP,72.0,170.0,R,93.0,90.5,2477.0,83.5,1648.0,79.0,,82.0,2905.0,South,Power 4,4,7.0,11.5,8.5,0,0,0,0,0,0,1,0,0
RHP,70.0,160.0,R,86.6,85.0,2242.0,77.9,2169.0,73.0,2190.0,76.0,2215.0,Midwest,D2,4,7.099999999999994,12.0,9.0,0,0,0,0,0,0,0,0,0
RHP,72.0,185.0,R,91.0,89.5,2168.0,84.0,1446.0,78.0,2026.0,79.5,2155.0,South,Low Major,4,5.5,11.5,10.0,0,0,0,0,0,0,0,0,0
LHP,74.0,200.0,L,72.0,71.0,,,,60.5,,,,West,JC,2,,10.5,,0,0,1,1,1,0,1,1,1
LHP,76.0,175.0,L,85.0,83.3,2100.0,70.5,1270.0,69.6,1836.0,,,Midwest,Low Major,3,12.799999999999995,13.700000000000005,,0,0,0,0,0,0,0,1,1
RHP,73.0,206.0,R,92.0,90.0,2070.0,83.0,1683.0,74.8,2499.0,79.1,2320.0,South,Power 4,4,7.0,15.200000000000005,10.900000000000006,0,0,0,0,0,0,0,0,0
LHP,72.0,175.0,L,,75.5,,67.0,,60.0,,,,Midwest,D3,3,8.5,15.5,,1,0,1,0,1,0,1,1,1
RHP,75.0,190.0,R,82.0,79.5,2037.0,71.5,1964.0,69.5,2058.0,72.0,1966.0,Northeast,D3,4,8.0,10.0,7.5,0,0,0,0,0,0,0,0,0
RHP,74.0,195.0,R,90.5,89.5,2532.0,81.7,1514.0,76.1,2468.0,74.0,2231.0,West,Low Major,4,7.799999999999997,13.400000000000006,15.5,0,0,0,0,0,0,0,0,0
RHP,77.0,205.0,L,87.0,85.5,,75.0,,68.0,,,,South,JC,3,10.5,17.5,,0,0,1,0,1,0,1,1,1
LHP,75.0,150.0,L,83.0,81.0,,73.5,,,,,,South,JC,2,7.5,,,0,0,1,0,1,1,1,1,1
RHP,76.0,195.0,R,85.7,84.0,2160.0,74.4,1265.0,,,73.2,2083.0,Midwest,D3,3,9.599999999999994,,10.799999999999995,0,0,0,0,0,1,1,0,0
RHP,70.0,170.0,R,,,,,,,,,,Midwest,JC,0,,,,1,1,1,1,1,1,1,1,1
LHP,72.0,180.0,R,87.0,85.0,,78.5,,70.5,,,,Midwest,JC,3,6.5,14.5,,0,0,1,0,1,0,1,1,1
RHP,71.0,187.0,R,87.7,86.1,2259.0,77.5,1594.0,71.0,2604.0,79.5,2644.0,South,Mid Major,4,8.599999999999994,15.099999999999994,6.599999999999994,0,0,0,0,0,0,0,0,0
RHP,75.0,185.0,R,89.3,88.0,2193.0,77.0,1783.0,65.0,1889.0,75.3,2306.0,South,Mid Major,4,11.0,23.0,12.700000000000005,0,0,0,0,0,0,0,0,0
LHP,75.0,210.0,R,,72.5,,69.0,,63.0,,,,West,Low Major,3,3.5,9.5,,1,0,1,0,1,0,1,1,1
RHP,73.0,175.0,R,,89.0,,80.0,,74.0,,76.5,,South,JC,4,9.0,15.0,12.5,1,0,1,0,1,0,1,0,1
RHP,72.0,215.0,R,92.0,90.5,2343.0,81.1,1638.0,77.0,2136.0,78.5,2586.0,Northeast,Mid Major,4,9.400000000000006,13.5,12.0,0,0,0,0,0,0,0,0,0
RHP,73.0,195.0,R,83.2,82.2,1911.0,75.4,1189.0,57.0,,77.0,1942.0,Northeast,D2,4,6.799999999999997,25.200000000000003,5.200000000000003,0,0,0,0,0,0,1,0,0
LHP,71.0,155.0,L,,,,,,,,,,South,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,70.0,165.0,R,85.8,84.8,2113.0,67.5,1757.0,76.2,2455.0,,,Northeast,Mid Major,3,17.299999999999997,8.599999999999994,,0,0,0,0,0,0,0,1,1
RHP,74.0,175.0,R,90.0,88.5,2000.0,77.9,2138.0,73.5,2065.0,72.0,,South,Low Major,4,10.599999999999994,15.0,16.5,0,0,0,0,0,0,0,0,1
RHP,75.0,197.0,R,88.0,86.9,2212.0,74.0,1458.0,73.0,2235.0,75.5,2306.0,West,JC,4,12.900000000000006,13.900000000000006,11.400000000000006,0,0,0,0,0,0,0,0,0
LHP,74.0,200.0,R,90.0,89.2,2069.0,83.8,1810.0,77.1,1982.0,78.8,2110.0,Midwest,Mid Major,4,5.400000000000006,12.100000000000009,10.400000000000006,0,0,0,0,0,0,0,0,0
RHP,74.0,165.0,R,,84.0,,,,70.0,,,,South,JC,2,,14.0,,1,0,1,1,1,0,1,1,1
LHP,73.0,180.0,L,88.1,86.5,2261.0,80.5,1729.0,74.4,2224.0,,,Midwest,Low Major,3,6.0,12.099999999999994,,0,0,0,0,0,0,0,1,1
RHP,70.0,110.0,R,,,,,,,,,,South,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,72.0,173.0,R,,81.0,,74.5,,73.0,,,,South,JC,3,6.5,8.0,,1,0,1,0,1,0,1,1,1
RHP,77.0,180.0,R,87.1,86.2,2161.0,75.1,1653.0,,,70.9,1751.0,South,Mid Major,3,11.100000000000009,,15.299999999999995,0,0,0,0,0,1,1,0,0
RHP,74.0,200.0,R,,,,,,,,,,South,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,73.0,185.0,R,89.0,87.5,,80.0,,,,78.0,,Midwest,Mid Major,3,7.5,,9.5,0,0,1,0,1,1,1,0,1
RHP,71.0,185.0,R,81.0,78.5,2086.0,71.5,1678.0,67.2,2411.0,,,Northeast,D3,3,7.0,11.299999999999995,,0,0,0,0,0,0,0,1,1
RHP,76.0,190.0,R,85.0,84.0,2127.0,77.5,1775.0,74.0,1990.0,,,Midwest,D3,3,6.5,10.0,,0,0,0,0,0,0,0,1,1
RHP,72.0,185.0,R,85.1,84.5,2060.0,75.7,1315.0,71.0,,71.0,2063.0,Midwest,D3,4,8.799999999999997,13.5,13.5,0,0,0,0,0,0,1,0,0
RHP,75.0,185.0,R,85.0,82.5,2069.0,72.5,1525.0,71.0,1875.0,78.9,1971.0,Northeast,D3,4,10.0,11.5,3.5999999999999943,0,0,0,0,0,0,0,0,0
RHP,75.0,205.0,R,,,,,,,,,,Northeast,D3,0,,,,1,1,1,1,1,1,1,1,1
RHP,68.0,130.0,R,83.2,82.5,2244.0,75.0,1751.0,71.0,2323.0,70.5,2398.0,South,D3,4,7.5,11.5,12.0,0,0,0,0,0,0,0,0,0
LHP,72.0,180.0,R,,85.5,,76.0,,65.5,,70.5,,Northeast,Power 4,4,9.5,20.0,15.0,1,0,1,0,1,0,1,0,1
LHP,72.0,205.0,R,88.0,86.5,2201.0,82.5,1793.0,72.0,2116.0,77.5,,South,Mid Major,4,4.0,14.5,9.0,0,0,0,0,0,0,0,0,1
RHP,75.0,183.0,R,83.1,82.0,2029.0,71.0,,68.0,1664.0,,,South,D3,3,11.0,14.0,,0,0,0,0,1,0,0,1,1
RHP,77.0,220.0,R,93.0,92.0,2243.0,,,80.0,2163.0,80.5,,West,Power 4,3,,12.0,11.5,0,0,0,1,1,0,0,0,1
RHP,70.0,160.0,R,89.0,81.5,,,,74.0,,,,South,Mid Major,2,,7.5,,0,0,1,1,1,0,1,1,1
RHP,73.0,175.0,R,,,,,,,,,,Northeast,D3,0,,,,1,1,1,1,1,1,1,1,1
RHP,70.0,190.0,R,89.0,86.0,2328.0,75.1,1133.0,71.1,1909.0,70.5,,Midwest,JC,4,10.900000000000006,14.900000000000006,15.5,0,0,0,0,0,0,0,0,1
LHP,70.0,220.0,L,,70.5,,63.0,,,,59.5,,South,D2,3,7.5,,11.0,1,0,1,0,1,1,1,0,1
RHP,72.0,180.0,R,86.0,85.5,1714.0,78.0,1810.0,,,73.0,1840.0,South,JC,3,7.5,,12.5,0,0,0,0,0,1,1,0,0
RHP,71.0,185.0,R,90.4,88.2,2403.0,82.3,2186.0,73.5,2643.0,74.9,2330.0,West,Mid Major,4,5.900000000000006,14.700000000000005,13.299999999999995,0,0,0,0,0,0,0,0,0
LHP,77.0,205.0,L,,77.0,,67.0,,63.5,,,,Midwest,D3,3,10.0,13.5,,1,0,1,0,1,0,1,1,1
RHP,74.0,192.0,R,84.0,82.3,2040.0,74.5,1835.0,70.0,1743.0,,,Midwest,D3,3,7.799999999999997,12.299999999999995,,0,0,0,0,0,0,0,1,1
RHP,74.0,215.0,R,87.0,86.5,2237.0,75.1,1774.0,71.0,2105.0,,,South,JC,3,11.400000000000006,15.5,,0,0,0,0,0,0,0,1,1
RHP,71.0,182.0,R,85.0,84.5,2103.0,77.5,1614.0,67.8,2085.0,73.0,2145.0,South,NAIA,4,7.0,16.700000000000003,11.5,0,0,0,0,0,0,0,0,0
RHP,72.0,205.0,R,75.9,74.9,1540.0,72.2,1418.0,69.3,1613.0,68.9,1752.0,Northeast,D3,4,2.700000000000003,5.6000000000000085,6.0,0,0,0,0,0,0,0,0,0
RHP,73.0,190.0,R,87.9,85.3,2134.0,79.4,1939.0,76.1,1876.0,76.8,1848.0,West,JC,4,5.8999999999999915,9.200000000000005,8.5,0,0,0,0,0,0,0,0,0
RHP,74.0,205.0,R,87.1,86.3,1979.0,72.0,,72.0,2013.0,79.5,2176.0,South,JC,4,14.299999999999995,14.299999999999995,6.799999999999997,0,0,0,0,1,0,0,0,0
RHP,73.0,160.0,R,85.0,82.5,,78.5,,76.5,,72.5,,South,JC,4,4.0,6.0,10.0,0,0,1,0,1,0,1,0,1
RHP,69.0,165.5,R,86.0,85.0,1930.0,79.0,1340.0,74.0,2228.0,,,Midwest,D2,3,6.0,11.0,,0,0,0,0,0,0,0,1,1
RHP,74.0,190.0,R,84.0,81.5,1970.0,75.0,1592.0,73.0,1576.0,72.3,1961.0,Midwest,JC,4,6.5,8.5,9.200000000000005,0,0,0,0,0,0,0,0,0
RHP,73.0,180.0,R,88.0,85.0,2154.0,70.5,1660.0,69.2,2144.0,67.2,2135.0,South,D2,4,14.5,15.799999999999995,17.799999999999997,0,0,0,0,0,0,0,0,0
LHP,74.0,155.0,L,86.0,82.0,1991.0,74.8,1379.0,68.0,1843.0,,,Northeast,D2,3,7.200000000000003,14.0,,0,0,0,0,0,0,0,1,1
LHP,70.0,170.0,L,80.5,80.0,1874.0,74.5,,70.6,1948.0,,,Northeast,D3,3,5.5,9.400000000000006,,0,0,0,0,1,0,0,1,1
LHP,76.0,180.0,L,,81.5,,76.5,,72.5,,,,South,D2,3,5.0,9.0,,1,0,1,0,1,0,1,1,1
RHP,74.0,195.0,R,90.3,87.9,2114.0,78.7,1264.0,72.5,,,,South,JC,3,9.200000000000005,15.400000000000006,,0,0,0,0,0,0,1,1,1
RHP,71.0,260.0,R,,,,,,,,,,Midwest,D3,0,,,,1,1,1,1,1,1,1,1,1
LHP,75.0,200.0,L,85.0,82.5,1785.0,76.6,1348.0,70.5,1979.0,,,South,D3,3,5.900000000000006,12.0,,0,0,0,0,0,0,0,1,1
LHP,72.0,190.0,L,,,,,,,,,,South,Low Major,0,,,,1,1,1,1,1,1,1,1,1
LHP,68.0,178.0,L,75.9,74.3,1618.0,67.5,1070.0,66.7,2156.0,,,Northeast,JC,3,6.799999999999997,7.599999999999994,,0,0,0,0,0,0,0,1,1
LHP,75.0,175.0,L,79.0,77.5,1949.0,71.5,1466.0,67.5,1963.0,64.8,1871.0,Midwest,D3,4,6.0,10.0,12.700000000000005,0,0,0,0,0,0,0,0,0
LHP,72.0,187.6,L,92.0,90.8,2270.0,86.5,2137.0,78.5,2129.0,,,Midwest,Power 4,3,4.299999999999997,12.299999999999995,,0,0,0,0,0,0,0,1,1
RHP,72.0,195.0,R,87.0,84.5,,75.0,,73.5,,,,Midwest,JC,3,9.5,11.0,,0,0,1,0,1,0,1,1,1
RHP,71.0,147.0,R,84.6,83.8,2058.0,78.0,,74.0,2160.0,,,Northeast,D2,3,5.799999999999997,9.799999999999995,,0,0,0,0,1,0,0,1,1
RHP,77.0,210.0,R,89.4,88.0,2289.0,81.0,2028.0,73.5,1952.0,74.5,2183.0,West,JC,4,7.0,14.5,13.5,0,0,0,0,0,0,0,0,0
RHP,72.0,192.0,R,84.0,83.0,2066.0,73.5,1927.0,72.0,2123.0,,2119.0,Midwest,D2,3,9.5,11.0,,0,0,0,0,0,0,0,1,0
RHP,76.0,170.0,R,,82.5,,,,70.0,,72.5,,South,D2,3,,12.5,10.0,1,0,1,1,1,0,1,0,1
RHP,76.0,170.0,R,90.0,87.5,,79.5,,75.0,,,,South,JC,3,8.0,12.5,,0,0,1,0,1,0,1,1,1
RHP,69.0,175.0,R,77.5,76.4,1869.0,72.8,1826.0,64.0,,68.5,2122.0,South,D3,4,3.6000000000000085,12.400000000000006,7.900000000000006,0,0,0,0,0,0,1,0,0
LHP,75.0,205.0,L,86.5,88.0,1981.0,81.5,,74.0,1787.0,78.5,1503.0,South,Mid Major,4,6.5,14.0,9.5,0,0,0,0,1,0,0,0,0
RHP,73.0,195.0,R,84.2,83.7,1844.0,78.6,1493.0,67.0,,72.6,1833.0,South,Mid Major,4,5.1000000000000085,16.700000000000003,11.100000000000009,0,0,0,0,0,0,1,0,0
LHP,71.0,195.0,L,88.5,87.6,2226.0,77.4,1667.0,74.4,1865.0,77.3,2057.0,Midwest,Low Major,4,10.199999999999989,13.199999999999989,10.299999999999995,0,0,0,0,0,0,0,0,0
RHP,72.0,181.0,L,,82.5,,,,71.0,,,,South,Mid Major,2,,11.5,,1,0,1,1,1,0,1,1,1
RHP,69.0,230.0,R,76.5,75.5,2412.0,68.0,1960.0,62.5,2232.0,64.2,2328.0,Northeast,D3,4,7.5,13.0,11.299999999999995,0,0,0,0,0,0,0,0,0
RHP,74.0,215.0,R,90.0,89.0,2272.0,78.3,1317.0,75.0,2777.0,76.1,2693.0,Midwest,Mid Major,4,10.700000000000005,14.0,12.900000000000006,0,0,0,0,0,0,0,0,0
LHP,71.0,195.0,L,85.0,84.0,1954.0,79.0,1600.0,70.5,2006.0,,,Northeast,Low Major,3,5.0,13.5,,0,0,0,0,0,0,0,1,1
RHP,70.0,175.0,R,85.9,84.1,1968.0,75.0,976.0,68.5,,74.5,2073.0,West,Mid Major,4,9.099999999999994,15.599999999999994,9.599999999999994,0,0,0,0,0,0,1,0,0
RHP,74.0,205.0,R,85.2,82.8,2232.0,76.5,1350.0,71.0,2556.0,74.5,1957.0,South,D2,4,6.299999999999997,11.799999999999995,8.299999999999997,0,0,0,0,0,0,0,0,0
RHP,73.0,180.0,R,87.0,86.5,2021.0,76.2,1750.0,68.5,1687.0,75.4,2470.0,Midwest,Low Major,4,10.299999999999995,18.0,11.099999999999994,0,0,0,0,0,0,0,0,0
LHP,71.0,165.0,L,78.0,77.5,1827.0,73.5,1523.0,63.5,1757.0,,,Northeast,JC,3,4.0,14.0,,0,0,0,0,0,0,0,1,1
RHP,75.0,200.0,R,92.0,89.5,2158.0,81.3,1851.0,77.5,2174.0,76.0,2138.0,South,Mid Major,4,8.200000000000003,12.0,13.5,0,0,0,0,0,0,0,0,0
LHP,73.0,190.0,R,82.2,81.1,2228.0,76.0,1862.0,69.0,2117.0,74.2,2468.0,Midwest,NAIA,4,5.099999999999994,12.099999999999994,6.8999999999999915,0,0,0,0,0,0,0,0,0
LHP,74.0,210.0,L,,81.5,,,,65.5,,,,South,NAIA,2,,16.0,,1,0,1,1,1,0,1,1,1
RHP,76.0,195.0,R,87.6,85.3,2412.0,77.5,,69.7,2172.0,72.0,2415.0,South,Low Major,4,7.799999999999997,15.599999999999994,13.299999999999995,0,0,0,0,1,0,0,0,0
RHP,74.0,198.0,R,92.0,89.0,1991.0,78.4,1600.0,80.5,,81.5,2111.0,South,Mid Major,4,10.599999999999994,8.5,7.5,0,0,0,0,0,0,1,0,0
RHP,73.0,169.8,R,83.4,82.4,2465.0,74.5,1485.0,71.6,2491.0,74.0,2341.0,South,JC,4,7.900000000000006,10.800000000000011,8.400000000000006,0,0,0,0,0,0,0,0,0
RHP,74.0,185.0,R,71.5,70.7,1904.0,,,60.9,2251.0,62.3,2269.0,Northeast,D3,3,,9.800000000000004,8.400000000000006,0,0,0,1,1,0,0,0,0
RHP,73.0,165.0,R,84.2,82.5,2106.0,73.0,1573.0,70.5,2176.0,,,Northeast,D3,3,9.5,12.0,,0,0,0,0,0,0,0,1,1
RHP,70.0,185.0,R,84.0,82.0,1983.0,70.0,1421.0,67.0,1968.0,,,Midwest,D3,3,12.0,15.0,,0,0,0,0,0,0,0,1,1
LHP,69.0,170.0,L,85.0,84.0,2033.0,77.0,,71.5,2135.0,74.3,2045.0,South,D3,4,7.0,12.5,9.700000000000005,0,0,0,0,1,0,0,0,0
RHP,73.0,185.0,R,87.0,85.8,2135.0,79.6,1456.0,75.3,2321.0,,,Midwest,D2,3,6.200000000000003,10.5,,0,0,0,0,0,0,0,1,1
RHP,74.0,165.0,R,80.0,78.5,1809.0,66.2,1460.0,66.1,1792.0,,,Midwest,D3,3,12.299999999999995,12.400000000000006,,0,0,0,0,0,0,0,1,1
RHP,71.0,200.0,R,,,,,,,,,,South,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,75.0,205.0,L,78.0,77.0,1699.0,69.5,1190.0,64.0,,69.5,1502.0,Northeast,D3,4,7.5,13.0,7.5,0,0,0,0,0,0,1,0,0
RHP,77.0,200.0,R,86.0,85.5,,74.5,,,,73.5,,Northeast,Mid Major,3,11.0,,12.0,0,0,1,0,1,1,1,0,1
RHP,73.0,170.0,R,80.1,79.0,1981.0,75.5,2111.0,75.5,2186.0,,,Midwest,JC,3,3.5,3.5,,0,0,0,0,0,0,0,1,1
RHP,74.0,210.0,R,,,,,,,,,,South,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,73.0,230.0,R,86.4,85.5,2232.0,77.6,2007.0,74.5,2380.0,,,Northeast,D3,3,7.900000000000006,11.0,,0,0,0,0,0,0,0,1,1
RHP,72.0,175.0,R,83.0,80.5,2277.0,75.0,,72.0,2070.0,,,Midwest,D3,3,5.5,8.5,,0,0,0,0,1,0,0,1,1
RHP,73.0,170.0,R,82.0,80.4,2001.0,70.7,1504.0,,,70.7,2152.0,Midwest,D2,3,9.700000000000005,,9.700000000000005,0,0,0,0,0,1,1,0,0
LHP,75.0,195.0,R,87.5,83.2,2077.0,,,70.0,2004.0,,,South,JC,2,,13.200000000000005,,0,0,0,1,1,0,0,1,1
RHP,76.0,215.0,R,85.0,83.5,2373.0,73.1,1962.0,70.3,2480.0,,,Midwest,JC,3,10.400000000000006,13.200000000000005,,0,0,0,0,0,0,0,1,1
RHP,69.0,166.5,R,81.0,80.0,1955.0,69.5,1648.0,68.5,2109.0,,,South,JC,3,10.5,11.5,,0,0,0,0,0,0,0,1,1
RHP,72.0,179.0,R,81.1,80.4,1815.0,65.9,1386.0,66.0,1820.0,,,Northeast,JC,3,14.5,14.400000000000006,,0,0,0,0,0,0,0,1,1
